Ad Title,Brand,Platform,Date of Release,View Count,Celebrity Featured,Ad Copy / Script,Ad Link,Source
Coop Werbespot 2007,Coop,YouTube,2023-06-04,7453690,,Swisscom – Die Zukunft ist jetzt.,http://gfeller.net/,SRF
Migros Werbespot 2022,Migros,Instagram,2025-01-12,951524,Roger Federer,"Nestlé – Qualität, der man vertraut.",http://fluckiger.com/,SRF
UBS Werbespot 1993,UBS,Facebook,2023-04-14,4106953,Viola Tami,Ricola – Wer hat’s erfunden?,http://www.scheidegger.biz/,Statista CH
Galaxus Werbespot 1974,Galaxus,Facebook,2021-07-03,2861852,,Swisscom – Die Zukunft ist jetzt.,http://www.ritter.biz/,Meta Ads Library
Galaxus Werbespot 2000,Galaxus,TikTok,2023-03-14,4050453,Viola Tami,Galaxus – Fast alles für fast jeden.,http://vogel-hurlimann.org/,Horizont.ch
Swisscom Werbespot 2010,Swisscom,TV,2021-01-07,4271032,Stéphane Lambiel,Galaxus – Fast alles für fast jeden.,http://www.wenger.com/,SRF
Migros Werbespot 2015,Migros,Instagram,2020-12-28,2660391,Stress,Coop – Für mich und dich.,https://leunberger.info/,Statista CH
UBS Werbespot 1998,UBS,Instagram,2022-08-15,7128722,,"Nestlé – Qualität, der man vertraut.",http://www.lustenberger-bucher.com/,Statista CH
Ricola Werbespot 2016,Ricola,TV,2024-06-08,8116886,Stéphane Lambiel,Coop – Für mich und dich.,https://www.kuhn.com/,YouTube Leaderboard
Nestlé Werbespot 1970,Nestlé,Instagram,2022-01-14,4973914,,"Nestlé – Qualität, der man vertraut.",https://www.widmer.com/,Meta Ads Library
Nestlé Werbespot 1992,Nestlé,YouTube,2021-04-26,832825,Bastian Baker,Mit Swatch immer im Takt bleiben.,http://lustenberger.biz/,Statista CH
Ricola Werbespot 2006,Ricola,TikTok,2022-04-03,5920964,Stéphane Lambiel,UBS – Vermögen weitsichtig gestalten.,https://www.weber-bauer.biz/,YouTube Leaderboard
Galaxus Werbespot 1971,Galaxus,Facebook,2024-03-17,1640140,Bastian Baker,Frisch ab Hof – jetzt bei Migros.,http://luscher.biz/,SRF
Emmi Werbespot 1989,Emmi,TikTok,2021-04-11,6131355,Roger Federer,Swisscom – Die Zukunft ist jetzt.,https://www.felder-zimmermann.org/,Meta Ads Library
Ricola Werbespot 2001,Ricola,TV,2023-05-18,2956751,Anna Rossinelli,UBS – Vermögen weitsichtig gestalten.,http://gross.org/,YouTube Leaderboard
Swatch Werbespot 1997,Swatch,TikTok,2024-10-02,8428719,Anna Rossinelli,"Nestlé – Qualität, der man vertraut.",http://wegmann-iten.com/,YouTube Leaderboard
Ricola Werbespot 1992,Ricola,Instagram,2021-09-23,5692698,Stress,Coop – Für mich und dich.,http://www.peter.com/,Statista CH
Coop Werbespot 1993,Coop,Facebook,2021-07-21,6677458,Michelle Hunziker,Ricola – Wer hat’s erfunden?,http://www.hafliger.com/,SRF
Coop Werbespot 2010,Coop,YouTube,2021-08-06,4446878,Viola Tami,Ricola – Wer hat’s erfunden?,http://www.moser.org/,Meta Ads Library
Emmi Werbespot 2021,Emmi,Instagram,2025-03-24,6402547,Anna Rossinelli,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://huber.com/,Meta Ads Library
SBB Werbespot 2001,SBB,YouTube,2024-01-22,5513032,Stress,Mit Swatch immer im Takt bleiben.,https://beck.com/,YouTube Leaderboard
Coop Werbespot 1991,Coop,TV,2024-03-23,5079909,,Emmi – So schmeckt die Schweiz.,https://www.kaufmann.com/,Meta Ads Library
Swisscom Werbespot 2013,Swisscom,YouTube,2021-01-24,5116390,Roger Federer,Galaxus – Fast alles für fast jeden.,https://schar.com/,Meta Ads Library
Coop Werbespot 2000,Coop,TikTok,2025-02-28,2286065,Stéphane Lambiel,Emmi – So schmeckt die Schweiz.,http://meister.com/,Statista CH
UBS Werbespot 2000,UBS,TikTok,2021-03-06,7041780,,Mit Swatch immer im Takt bleiben.,https://www.stadelmann.com/,YouTube Leaderboard
Nestlé Werbespot 2018,Nestlé,YouTube,2024-01-09,8219880,,Mit Swatch immer im Takt bleiben.,https://www.keller-hess.biz/,Statista CH
Ricola Werbespot 1997,Ricola,Instagram,2023-03-06,3655180,Roger Federer,Galaxus – Fast alles für fast jeden.,http://imhof.net/,Statista CH
SBB Werbespot 2016,SBB,YouTube,2023-08-03,6172857,Anna Rossinelli,Ricola – Wer hat’s erfunden?,https://stauffer.com/,SRF
Migros Werbespot 1975,Migros,Instagram,2025-04-03,3194459,Viola Tami,Coop – Für mich und dich.,http://staub-stutz.biz/,Statista CH
Coop Werbespot 1978,Coop,Facebook,2021-01-07,368318,,Frisch ab Hof – jetzt bei Migros.,https://zbinden.com/,SRF
SBB Werbespot 2015,SBB,TikTok,2024-10-10,3452778,Michelle Hunziker,Coop – Für mich und dich.,http://kalin.com/,Horizont.ch
SBB Werbespot 1982,SBB,Facebook,2022-02-13,3919069,,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://gfeller.com/,YouTube Leaderboard
Galaxus Werbespot 1975,Galaxus,Instagram,2022-10-24,2437461,Roger Federer,Swisscom – Die Zukunft ist jetzt.,http://www.iten.com/,Horizont.ch
Ricola Werbespot 2010,Ricola,YouTube,2023-07-03,442519,Michelle Hunziker,Swisscom – Die Zukunft ist jetzt.,http://www.studer.com/,Meta Ads Library
UBS Werbespot 2019,UBS,TikTok,2024-01-08,5441983,Stéphane Lambiel,Frisch ab Hof – jetzt bei Migros.,http://stettler-vogel.com/,YouTube Leaderboard
Ricola Werbespot 2000,Ricola,Facebook,2022-09-21,7072546,Roger Federer,Ricola – Wer hat’s erfunden?,https://www.grob.info/,Meta Ads Library
Coop Werbespot 1983,Coop,TV,2023-06-05,6084006,Stress,Ricola – Wer hat’s erfunden?,https://wolf-kessler.net/,Horizont.ch
Coop Werbespot 2005,Coop,TikTok,2023-11-10,3726988,Stress,Mit Swatch immer im Takt bleiben.,http://www.eichenberger.info/,Meta Ads Library
Swatch Werbespot 1995,Swatch,TV,2025-01-05,532621,Bastian Baker,Frisch ab Hof – jetzt bei Migros.,http://www.blaser-widmer.com/,Statista CH
Nestlé Werbespot 1988,Nestlé,YouTube,2024-02-13,8235346,Viola Tami,Galaxus – Fast alles für fast jeden.,http://gerber.com/,Meta Ads Library
Coop Werbespot 1971,Coop,TikTok,2023-10-30,2498628,Anna Rossinelli,Coop – Für mich und dich.,http://keller.com/,YouTube Leaderboard
Ricola Werbespot 1995,Ricola,TikTok,2022-03-17,5465706,,Emmi – So schmeckt die Schweiz.,http://thommen.com/,Horizont.ch
Swatch Werbespot 2023,Swatch,TV,2021-07-16,8491739,Bastian Baker,Mit Swatch immer im Takt bleiben.,http://www.meili-stutz.com/,Statista CH
Coop Werbespot 2021,Coop,TikTok,2024-04-15,3617488,Lara Gut-Behrami,Emmi – So schmeckt die Schweiz.,https://www.amrein.com/,Statista CH
SBB Werbespot 1980,SBB,Instagram,2024-12-19,7618449,Viola Tami,Emmi – So schmeckt die Schweiz.,https://www.graf-hofmann.com/,Statista CH
Coop Werbespot 1973,Coop,TV,2022-04-29,5253275,Anna Rossinelli,"Nestlé – Qualität, der man vertraut.",https://bucher.org/,SRF
Swisscom Werbespot 2006,Swisscom,TV,2020-06-09,1136310,,Coop – Für mich und dich.,http://www.luscher-ackermann.org/,Meta Ads Library
Coop Werbespot 1994,Coop,YouTube,2022-05-06,6261976,Viola Tami,Swisscom – Die Zukunft ist jetzt.,https://www.steiner.com/,Horizont.ch
Migros Werbespot 1974,Migros,TikTok,2024-10-09,5540541,,Coop – Für mich und dich.,http://baumann-siegrist.biz/,Statista CH
UBS Werbespot 1995,UBS,TV,2022-06-16,873121,,"Nestlé – Qualität, der man vertraut.",http://jenni.com/,Horizont.ch
Ricola Werbespot 2022,Ricola,YouTube,2025-03-31,8522969,Anna Rossinelli,UBS – Vermögen weitsichtig gestalten.,https://www.kagi.com/,YouTube Leaderboard
Emmi Werbespot 2013,Emmi,YouTube,2021-10-14,5883938,Stéphane Lambiel,Ricola – Wer hat’s erfunden?,https://fluckiger.com/,SRF
Coop Werbespot 2018,Coop,TikTok,2024-03-10,3804319,Bastian Baker,Emmi – So schmeckt die Schweiz.,http://baumann.com/,Horizont.ch
Galaxus Werbespot 1991,Galaxus,TikTok,2022-12-08,450466,,Mit Swatch immer im Takt bleiben.,https://battig-weibel.com/,SRF
Migros Werbespot 1989,Migros,Instagram,2023-05-03,5193902,Michelle Hunziker,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://burri-ziegler.com/,SRF
Migros Werbespot 1999,Migros,Facebook,2023-09-13,6734045,Michelle Hunziker,Coop – Für mich und dich.,https://forster-muller.info/,YouTube Leaderboard
Migros Werbespot 1994,Migros,TikTok,2024-09-18,3619330,Lara Gut-Behrami,Emmi – So schmeckt die Schweiz.,https://www.leunberger.org/,Statista CH
Emmi Werbespot 1982,Emmi,Facebook,2024-12-08,6218460,Anna Rossinelli,"Nestlé – Qualität, der man vertraut.",https://bieri.com/,SRF
Galaxus Werbespot 1990,Galaxus,YouTube,2024-02-03,892629,,Swisscom – Die Zukunft ist jetzt.,https://www.mader.com/,YouTube Leaderboard
Galaxus Werbespot 2019,Galaxus,YouTube,2023-04-19,4575128,Roger Federer,Galaxus – Fast alles für fast jeden.,https://zbinden.biz/,Statista CH
Emmi Werbespot 1994,Emmi,TV,2024-08-30,6958850,,"Nestlé – Qualität, der man vertraut.",http://www.schurch.info/,YouTube Leaderboard
Swatch Werbespot 1972,Swatch,Instagram,2021-05-16,7222753,Lara Gut-Behrami,Coop – Für mich und dich.,http://www.kaser.org/,SRF
Galaxus Werbespot 1972,Galaxus,TikTok,2021-08-08,5184418,Stress,Frisch ab Hof – jetzt bei Migros.,https://mader-widmer.com/,YouTube Leaderboard
Nestlé Werbespot 2009,Nestlé,YouTube,2021-06-20,138967,,UBS – Vermögen weitsichtig gestalten.,https://stalder-herzog.com/,SRF
SBB Werbespot 1977,SBB,Instagram,2020-07-08,4866117,Michelle Hunziker,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://koch.com/,Meta Ads Library
Migros Werbespot 2022,Migros,TV,2022-07-06,2957669,Stress,Swisscom – Die Zukunft ist jetzt.,https://www.hirt.com/,Statista CH
Swatch Werbespot 1978,Swatch,TikTok,2021-06-14,5951939,Stéphane Lambiel,Coop – Für mich und dich.,http://thommen.com/,Statista CH
Migros Werbespot 2025,Migros,YouTube,2023-01-06,7723396,Viola Tami,Coop – Für mich und dich.,https://www.ruegg.com/,SRF
Galaxus Werbespot 2018,Galaxus,TikTok,2021-10-11,6795090,Viola Tami,Emmi – So schmeckt die Schweiz.,https://www.friedli.com/,SRF
Coop Werbespot 2023,Coop,YouTube,2024-07-01,5458705,Viola Tami,Swisscom – Die Zukunft ist jetzt.,http://scherrer.net/,Horizont.ch
Emmi Werbespot 1978,Emmi,YouTube,2021-01-11,7336807,Anna Rossinelli,Coop – Für mich und dich.,http://tobler-vogel.info/,YouTube Leaderboard
Nestlé Werbespot 2005,Nestlé,TV,2023-10-17,8800632,,Coop – Für mich und dich.,https://www.hug.com/,Statista CH
Ricola Werbespot 2000,Ricola,Facebook,2024-04-05,5597964,Anna Rossinelli,Swisscom – Die Zukunft ist jetzt.,https://www.sigrist.com/,Meta Ads Library
Swatch Werbespot 1999,Swatch,YouTube,2024-07-29,8912071,,Ricola – Wer hat’s erfunden?,http://www.fankhauser.com/,YouTube Leaderboard
UBS Werbespot 1991,UBS,Facebook,2022-03-20,3973933,Anna Rossinelli,Coop – Für mich und dich.,https://haas.net/,YouTube Leaderboard
Ricola Werbespot 1988,Ricola,Facebook,2021-05-12,2574729,Stéphane Lambiel,Coop – Für mich und dich.,https://www.sporri.org/,YouTube Leaderboard
Emmi Werbespot 1980,Emmi,TikTok,2021-10-02,7541380,Stress,Mit Swatch immer im Takt bleiben.,https://www.bieri.org/,Horizont.ch
UBS Werbespot 1988,UBS,Instagram,2022-02-02,2542644,,Galaxus – Fast alles für fast jeden.,https://www.senn-schafer.com/,Meta Ads Library
Emmi Werbespot 2013,Emmi,Instagram,2022-11-13,4618259,Stress,Mit Swatch immer im Takt bleiben.,https://www.kunz.com/,Meta Ads Library
UBS Werbespot 2016,UBS,YouTube,2020-10-22,5217779,,Galaxus – Fast alles für fast jeden.,http://mettler-mayer.com/,Statista CH
Migros Werbespot 1993,Migros,Instagram,2021-07-09,4826353,Roger Federer,Coop – Für mich und dich.,https://jenni.com/,Meta Ads Library
Galaxus Werbespot 2005,Galaxus,TikTok,2025-01-27,6460545,,Galaxus – Fast alles für fast jeden.,http://meier.com/,Horizont.ch
Swatch Werbespot 2000,Swatch,TV,2022-05-29,3168134,Roger Federer,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://www.hodel.org/,Horizont.ch
Emmi Werbespot 1998,Emmi,Facebook,2022-05-30,1048068,,Galaxus – Fast alles für fast jeden.,http://vogel.com/,Meta Ads Library
UBS Werbespot 2003,UBS,TikTok,2024-09-04,2905058,Lara Gut-Behrami,Frisch ab Hof – jetzt bei Migros.,https://muller-arnold.com/,YouTube Leaderboard
Emmi Werbespot 1996,Emmi,TikTok,2024-08-06,8780256,Stress,Mit Swatch immer im Takt bleiben.,https://www.schmidt.com/,YouTube Leaderboard
UBS Werbespot 1973,UBS,Instagram,2022-09-10,6509771,Anna Rossinelli,Emmi – So schmeckt die Schweiz.,https://roth-albrecht.com/,SRF
Galaxus Werbespot 1999,Galaxus,Instagram,2021-06-09,1115817,Roger Federer,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://kaser-baumann.biz/,Meta Ads Library
Swatch Werbespot 1973,Swatch,TV,2025-02-23,4777195,,"Nestlé – Qualität, der man vertraut.",http://hirt.net/,Horizont.ch
Swisscom Werbespot 2000,Swisscom,YouTube,2024-12-22,2382774,Anna Rossinelli,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://www.bosshard.com/,SRF
Nestlé Werbespot 2024,Nestlé,TikTok,2023-03-08,1431349,Michelle Hunziker,"Nestlé – Qualität, der man vertraut.",https://www.schumacher.biz/,Horizont.ch
Nestlé Werbespot 2004,Nestlé,Instagram,2020-08-22,2154023,,Ricola – Wer hat’s erfunden?,http://www.thommen.info/,Meta Ads Library
Nestlé Werbespot 2005,Nestlé,Instagram,2024-03-08,315857,,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://www.schwab-hug.com/,SRF
Swisscom Werbespot 1996,Swisscom,Instagram,2022-11-04,8168272,Stéphane Lambiel,UBS – Vermögen weitsichtig gestalten.,https://scheidegger.com/,YouTube Leaderboard
Swisscom Werbespot 1995,Swisscom,YouTube,2023-02-12,4972567,Michelle Hunziker,Coop – Für mich und dich.,http://hofstetter.com/,Horizont.ch
Swatch Werbespot 2010,Swatch,YouTube,2024-05-02,5659968,,Mit Swatch immer im Takt bleiben.,https://www.baur.com/,YouTube Leaderboard
Galaxus Werbespot 2005,Galaxus,Facebook,2023-07-14,2732056,Viola Tami,Swisscom – Die Zukunft ist jetzt.,http://www.scherrer.com/,Horizont.ch
Swisscom Werbespot 1982,Swisscom,YouTube,2020-06-16,6903063,Stress,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://eugster-lanz.com/,YouTube Leaderboard
Emmi Werbespot 1997,Emmi,Instagram,2024-07-26,7541761,,UBS – Vermögen weitsichtig gestalten.,https://www.eichenberger.net/,Horizont.ch
SBB Werbespot 1992,SBB,TV,2024-05-14,3265051,Bastian Baker,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://maurer.com/,Horizont.ch
Emmi Werbespot 2007,Emmi,Instagram,2023-04-24,6416756,Stress,Ricola – Wer hat’s erfunden?,https://gut.net/,Horizont.ch
Nestlé Werbespot 1990,Nestlé,Facebook,2022-03-18,2331942,Michelle Hunziker,"Nestlé – Qualität, der man vertraut.",https://furrer.info/,Meta Ads Library
Emmi Werbespot 1991,Emmi,TikTok,2024-05-18,1731170,Anna Rossinelli,Ricola – Wer hat’s erfunden?,https://burri-scherrer.net/,Meta Ads Library
Ricola Werbespot 1995,Ricola,Facebook,2023-08-27,4586678,Lara Gut-Behrami,Galaxus – Fast alles für fast jeden.,https://www.bauer-hirt.com/,Horizont.ch
Swisscom Werbespot 1993,Swisscom,YouTube,2024-01-23,3735179,Viola Tami,Galaxus – Fast alles für fast jeden.,https://friedli.com/,SRF
Migros Werbespot 2008,Migros,YouTube,2022-08-10,6661393,Viola Tami,Ricola – Wer hat’s erfunden?,http://www.weber.com/,SRF
SBB Werbespot 1973,SBB,YouTube,2024-10-24,6299990,Viola Tami,UBS – Vermögen weitsichtig gestalten.,http://www.braun.com/,Meta Ads Library
UBS Werbespot 2018,UBS,Instagram,2024-04-25,2460300,Lara Gut-Behrami,Swisscom – Die Zukunft ist jetzt.,http://www.schaller.biz/,Meta Ads Library
Ricola Werbespot 2014,Ricola,Facebook,2024-05-05,7880361,Stress,Galaxus – Fast alles für fast jeden.,https://www.hunziker-hirt.com/,Horizont.ch
Migros Werbespot 2022,Migros,YouTube,2021-01-21,4303691,Lara Gut-Behrami,UBS – Vermögen weitsichtig gestalten.,http://www.lehmann.com/,YouTube Leaderboard
Swatch Werbespot 1997,Swatch,TikTok,2024-07-06,7111036,,Coop – Für mich und dich.,http://albrecht.org/,SRF
SBB Werbespot 2011,SBB,YouTube,2021-03-18,811102,Bastian Baker,UBS – Vermögen weitsichtig gestalten.,https://sporri-schafer.net/,Statista CH
Galaxus Werbespot 2003,Galaxus,YouTube,2021-06-09,1869886,Stress,Galaxus – Fast alles für fast jeden.,https://zollinger.com/,Horizont.ch
Swatch Werbespot 1981,Swatch,TikTok,2024-03-14,4069048,Roger Federer,Swisscom – Die Zukunft ist jetzt.,https://www.walter.com/,SRF
Nestlé Werbespot 2008,Nestlé,TikTok,2021-12-10,5929270,Roger Federer,UBS – Vermögen weitsichtig gestalten.,http://pfister-hurlimann.com/,Horizont.ch
Nestlé Werbespot 1997,Nestlé,YouTube,2021-02-09,8792613,Michelle Hunziker,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://www.hunziker-gut.com/,Meta Ads Library
Swatch Werbespot 1987,Swatch,TikTok,2023-07-24,8526493,,Ricola – Wer hat’s erfunden?,http://imhof-hofmann.org/,Meta Ads Library
Nestlé Werbespot 2019,Nestlé,YouTube,2025-03-03,6500791,Stress,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://kalin.com/,SRF
Migros Werbespot 2015,Migros,YouTube,2021-04-21,5794825,Anna Rossinelli,UBS – Vermögen weitsichtig gestalten.,https://kunz.net/,Meta Ads Library
Galaxus Werbespot 2017,Galaxus,Facebook,2022-12-11,753829,Anna Rossinelli,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://schwarz-gerber.com/,Horizont.ch
UBS Werbespot 1979,UBS,Facebook,2024-05-13,7805078,,Galaxus – Fast alles für fast jeden.,http://schurch.net/,YouTube Leaderboard
Swisscom Werbespot 2002,Swisscom,TV,2024-11-14,630485,Lara Gut-Behrami,"Nestlé – Qualität, der man vertraut.",http://www.wenger.com/,YouTube Leaderboard
Migros Werbespot 2005,Migros,YouTube,2024-02-05,5304819,Stéphane Lambiel,"Nestlé – Qualität, der man vertraut.",https://www.bucher.net/,Horizont.ch
Nestlé Werbespot 1983,Nestlé,TV,2025-03-03,4259899,,Frisch ab Hof – jetzt bei Migros.,http://www.probst-mader.com/,YouTube Leaderboard
Ricola Werbespot 2016,Ricola,YouTube,2022-01-17,5578772,Anna Rossinelli,"Nestlé – Qualität, der man vertraut.",https://www.maier.info/,Meta Ads Library
UBS Werbespot 1978,UBS,TV,2024-08-30,7387556,Viola Tami,Emmi – So schmeckt die Schweiz.,https://beck.com/,SRF
Swisscom Werbespot 2019,Swisscom,TV,2020-06-25,6173058,Stress,Ricola – Wer hat’s erfunden?,https://wegmann.org/,SRF
Coop Werbespot 1974,Coop,YouTube,2020-09-06,7234389,Viola Tami,Mit Swatch immer im Takt bleiben.,https://berger.com/,YouTube Leaderboard
Swatch Werbespot 2002,Swatch,Instagram,2020-07-26,1731307,Bastian Baker,Coop – Für mich und dich.,https://winkler.biz/,SRF
Ricola Werbespot 1995,Ricola,TV,2023-07-21,7159041,Bastian Baker,Swisscom – Die Zukunft ist jetzt.,https://bieri-stocker.net/,Statista CH
UBS Werbespot 1979,UBS,YouTube,2023-04-04,5924963,Stress,Mit Swatch immer im Takt bleiben.,http://www.kohler.com/,Statista CH
Ricola Werbespot 1970,Ricola,YouTube,2020-06-28,1268981,,Emmi – So schmeckt die Schweiz.,https://vogel.net/,SRF
Swatch Werbespot 1995,Swatch,Facebook,2022-04-02,532452,,Swisscom – Die Zukunft ist jetzt.,http://fankhauser-hermann.com/,Horizont.ch
Emmi Werbespot 2019,Emmi,Facebook,2021-04-04,1137988,Roger Federer,UBS – Vermögen weitsichtig gestalten.,http://winkler.com/,SRF
UBS Werbespot 1974,UBS,TikTok,2021-02-26,553335,Viola Tami,Mit Swatch immer im Takt bleiben.,http://steinmann.com/,YouTube Leaderboard
Emmi Werbespot 2020,Emmi,Instagram,2020-09-03,7458065,Anna Rossinelli,Coop – Für mich und dich.,https://ruegg.com/,Horizont.ch
Swisscom Werbespot 1979,Swisscom,Instagram,2024-08-01,6687903,,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://www.schlatter.org/,SRF
SBB Werbespot 2022,SBB,YouTube,2023-01-10,3131368,Lara Gut-Behrami,Galaxus – Fast alles für fast jeden.,http://steffen.com/,Horizont.ch
Nestlé Werbespot 1998,Nestlé,YouTube,2022-11-08,4401883,,"Nestlé – Qualität, der man vertraut.",https://www.schnyder.biz/,Statista CH
SBB Werbespot 2007,SBB,Instagram,2024-07-06,8250971,,UBS – Vermögen weitsichtig gestalten.,http://steiner.net/,Meta Ads Library
Swisscom Werbespot 1991,Swisscom,TV,2023-11-03,2906693,Lara Gut-Behrami,Galaxus – Fast alles für fast jeden.,https://www.kern-forster.net/,Meta Ads Library
UBS Werbespot 2002,UBS,Instagram,2022-05-07,1099496,,Ricola – Wer hat’s erfunden?,http://erni.com/,Horizont.ch
Ricola Werbespot 2008,Ricola,Facebook,2023-10-23,2930762,Bastian Baker,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://www.gross-hafliger.com/,Horizont.ch
SBB Werbespot 1992,SBB,Facebook,2020-12-20,2339967,Lara Gut-Behrami,UBS – Vermögen weitsichtig gestalten.,https://roth.com/,Statista CH
Migros Werbespot 1973,Migros,TikTok,2022-08-01,6199302,Anna Rossinelli,Galaxus – Fast alles für fast jeden.,https://www.frei.net/,Horizont.ch
Swisscom Werbespot 1984,Swisscom,YouTube,2024-05-17,1113070,,"Nestlé – Qualität, der man vertraut.",http://ammann-gasser.com/,Statista CH
Emmi Werbespot 2020,Emmi,TV,2021-04-18,6879154,,Mit Swatch immer im Takt bleiben.,https://www.schumacher.biz/,Meta Ads Library
Swisscom Werbespot 1986,Swisscom,YouTube,2024-12-29,7559319,Anna Rossinelli,Galaxus – Fast alles für fast jeden.,https://meier-roos.com/,Horizont.ch
UBS Werbespot 1990,UBS,TikTok,2022-07-10,3062834,Michelle Hunziker,Swisscom – Die Zukunft ist jetzt.,https://braun-zimmermann.info/,Statista CH
Swatch Werbespot 2021,Swatch,YouTube,2023-01-08,8702311,Roger Federer,Swisscom – Die Zukunft ist jetzt.,http://lanz-baumann.org/,SRF
Swisscom Werbespot 1985,Swisscom,Instagram,2021-07-16,3792763,Michelle Hunziker,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://schmidt.biz/,Horizont.ch
Ricola Werbespot 1990,Ricola,Instagram,2021-08-05,3303399,Lara Gut-Behrami,Ricola – Wer hat’s erfunden?,http://kessler.com/,SRF
Swisscom Werbespot 2003,Swisscom,Instagram,2024-12-24,8960276,,Coop – Für mich und dich.,https://vogt-sporri.info/,Horizont.ch
Swisscom Werbespot 2001,Swisscom,TikTok,2021-09-23,2596950,,Swisscom – Die Zukunft ist jetzt.,https://www.vogel.info/,Horizont.ch
Galaxus Werbespot 1982,Galaxus,TikTok,2024-11-28,701125,Anna Rossinelli,Frisch ab Hof – jetzt bei Migros.,http://www.steiner.com/,Meta Ads Library
Migros Werbespot 1998,Migros,TikTok,2021-06-20,4450189,,UBS – Vermögen weitsichtig gestalten.,http://www.eugster.net/,Horizont.ch
Nestlé Werbespot 2001,Nestlé,YouTube,2023-06-22,8365692,,Ricola – Wer hat’s erfunden?,http://meyer.net/,SRF
Ricola Werbespot 2007,Ricola,Facebook,2023-10-18,6823102,Stress,"Nestlé – Qualität, der man vertraut.",http://www.vogel.com/,Statista CH
Coop Werbespot 1971,Coop,Facebook,2024-07-27,7385356,Roger Federer,Emmi – So schmeckt die Schweiz.,https://www.bosshard.com/,Statista CH
Emmi Werbespot 1986,Emmi,Instagram,2021-12-06,2420360,Stéphane Lambiel,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://zehnder-kuhn.com/,SRF
UBS Werbespot 1995,UBS,Facebook,2023-10-02,6226632,Viola Tami,Ricola – Wer hat’s erfunden?,https://www.gfeller.com/,Horizont.ch
Coop Werbespot 2014,Coop,Facebook,2020-07-26,7836111,Anna Rossinelli,Coop – Für mich und dich.,http://kern-schar.info/,SRF
Emmi Werbespot 1973,Emmi,Facebook,2020-05-18,1634230,Stéphane Lambiel,Frisch ab Hof – jetzt bei Migros.,http://www.luthi-stadelmann.com/,SRF
Nestlé Werbespot 2008,Nestlé,TV,2021-02-09,4175284,,Swisscom – Die Zukunft ist jetzt.,http://www.studer.info/,SRF
Galaxus Werbespot 1988,Galaxus,Facebook,2020-09-10,2683322,Anna Rossinelli,Galaxus – Fast alles für fast jeden.,http://scheidegger.com/,Horizont.ch
Emmi Werbespot 1991,Emmi,Instagram,2020-06-06,8354488,Stress,Frisch ab Hof – jetzt bei Migros.,http://www.kuhn.com/,Meta Ads Library
Nestlé Werbespot 2008,Nestlé,TV,2022-05-06,4048756,,UBS – Vermögen weitsichtig gestalten.,https://wenger-weber.com/,Horizont.ch
UBS Werbespot 2023,UBS,YouTube,2020-12-18,4730376,Roger Federer,Galaxus – Fast alles für fast jeden.,https://www.luthi.com/,Horizont.ch
Emmi Werbespot 1993,Emmi,TikTok,2023-09-03,147194,Bastian Baker,Coop – Für mich und dich.,https://www.hauser.info/,Statista CH
Swisscom Werbespot 1985,Swisscom,Instagram,2023-04-29,6775480,Bastian Baker,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://stocker.biz/,Meta Ads Library
Nestlé Werbespot 1975,Nestlé,TikTok,2022-10-23,3275774,Roger Federer,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://www.hasler.biz/,Horizont.ch
Ricola Werbespot 2018,Ricola,TV,2021-08-11,8470003,Lara Gut-Behrami,Galaxus – Fast alles für fast jeden.,https://brunner-bolliger.com/,Horizont.ch
Ricola Werbespot 1990,Ricola,TikTok,2024-01-30,2003318,,Swisscom – Die Zukunft ist jetzt.,https://egger.com/,Meta Ads Library
Nestlé Werbespot 1999,Nestlé,Instagram,2024-02-12,6143857,Anna Rossinelli,Swisscom – Die Zukunft ist jetzt.,https://www.blum.net/,YouTube Leaderboard
Galaxus Werbespot 1976,Galaxus,TV,2023-01-21,8399915,,Frisch ab Hof – jetzt bei Migros.,https://www.lanz-koch.com/,Meta Ads Library
Migros Werbespot 2019,Migros,Instagram,2025-01-21,7958107,Michelle Hunziker,Ricola – Wer hat’s erfunden?,http://www.kessler.com/,Statista CH
Swisscom Werbespot 1990,Swisscom,TikTok,2022-07-31,2355135,,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://www.felber.com/,Horizont.ch
